id,name,yearpublished,minplayers,maxplayers,description,average,bayesaverage,playingtime,minage,thumbnail,image
824,Hijara,1995,2,2,hijara   player abstract strategy board game concentration ndash placement small stone strategy point accumulationthe original game name excel publish american airlines inc flight magazine american way december th   july nd   ndash usaexcel later publish eclipse game board   include game magazine   buyer guide game ndash usa exceleclipse rename hijara arabic small stone publish great american trading company   game magazine   game publish hijara sunnywood sterling game   ndash hong kongalso publ,,,30,1,,
825,Screaming Eagles,1987,2,4,scream eagle jet fighter dogfight unique board allow bizarre move player control     fighter amp try shoot sky missile cannon movement direction determine card play movement distance determine die roll fighter move edge board quotloopsquot board continue damage assess die roll hit need bring plane hit cockpit fueltank great quick play new strategy quotadvancedquot version rulesremade mission command air,,,30,1,,
"826,Cartagena,cartagena take theme famous   piratele jailbreak fortress cartagena player group pirate want escape tortuous underground passage connect fortress port sloop wait themto pirate need play card hand card bear symbol dagger pirate hat etc play card pirate forward match symbol tunnel leapfrog match symbol pirate stand way card backwards specifically pirate backwards space hold pirate draw card turn   action move forward backward bothwhen pirate end track jump sloop await pirate crew step victory few few pirate turn possibly lock action nt want sure plan ahead leave emptyhande,2000,1.605,6.68543,6.45515,1.18961,2,5,7.102564102564102,6.0,3,""['2', '3', '4', '5']"",8585,210,883,757,45,45,45,8,7590,0,9,0,2,0,Cartagen,0,https://cf.geekdo-images.com/e4QUk0ycODuPA7sLoKv4sQ__original/img/Y7CQ0qekCkOjg3fsQ_9xMkHcGyY=/0x0/filters:format(jpeg)/pic1889500.jpg,1144,21926,21926,323,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
827,Attila,2000,2,5,  ad attilas mount hun overrun europe cause germanic tribe path flee penetrate outer province decline roman empire attila player influence migration germanic tribe roman empire winner player exert good influence successful tribesplayer hand card correspond invading tribe turn consist firstly play card place match tribal marker area board expand start area secondly repeat increase influence tribe province contain   tribal marker total war break tribe basic strength tribe number marker player add ,,,30,1,,
828,Wizards,1982,1,6,avalon hills game fantasy adventurethis game use hexagonal modular map section provide different board layout gamemap tilesection place blank mapboard arrangement enchanted island gamemost game consist perform miniquest move   island pick marker counter specific questeach quest add   quest fortnight   day requirement failure reach total quest player cause   island flip take gamein way player compete mainly versus game systemendgame consist player race collect   gem fragment high druid,,,30,1,,
829,Battle of the Bands,2001,2,4,player race set number quotsuperstar pointsquot pay gig hit single familiar quotdrawone playonequot method build band member card equip instrument card reputation card quotgigquot card come player roll d add bonus band member high roller get gig quotcontractquot card allow start play quothit singlesquot quotsuperstar pointsquot card affect band gameplay different way,,,30,1,,
831,Schrille Stille,1999,3,6,player head     fictitious music company try predictinfluence popularity   different musical act turn player   chit   value   use secretly vote band want support player award point end round band   slot player   special chit award extra point play band jump   adddeduct point base far band move original position band   slot remove end round depend original board position   remove onehit wonder player score reach     point mark game end player reach   point total nice artwork goofy band name germa,,,30,1,,
833,For the People,1998,2,2,gmt websitefor people grand strategy game american civil war cover conflict texas pennsylvania firing fort sumter end appomattox court house role president lincoln president davis command army promote relieve general conduct amphibious assault dispatch cavalry raid battle incompetency political intrigue member cabinetfor people include deck strategy card conduct campaign incorporate event personality war confederate player build ironclad naval mine torpedo submarine conduct overseas purchase wor,,,30,1,,
834,Chronology,1996,2,8,chronology card game time specifically game player build timeline card card list historical event year occurredat start game player deal card place face chronological order turn player read event new card player indicate position timeline card place correct possession card insert line player get crack player card winssome version chronology player compete create timeline card,,,30,1,,
835,Election,1972,3,6,snip boxsomeone say   quotthe general election like game   win   crafty schemer   shrewd planner   accurate mud slingerquotnow general election game   entertaining game adult old child base authentically british general election     party   independent   nationalist   conservative   socialist   labour   liberala area area fight vote   challenge player party     instance   counteract socialist appeal worker north east   reduce independent support housewife midlandsis combination slur campaign bri,,,30,1,,
836,New England Railways,2000,2,6,second game early railway series follow lancashire railway set new england games core mechanic include bid right build track ship good track gain incomemechanically game identical lancashire railway map naturally unique game,,,30,1,,
840,Corsairs,2000,2,4,corsairs essentially card game player attempt assemble correct combination provision order able board galley whilst possess strong crew order board ship fend opponent potential counterattack game come   galley tile different color galley place faceup table ripe taking galley indicate combination provision play player attempt board addition galley indicate victory point worth boarding strength meet exceed fall prey piratesplayer deal initial hand card depict different type provision water bread m,,,30,1,,
841,Razzia,1992,3,8,different equal gambling joint bit represent money distribute beginning round object game finish money player simultaneously choose card hand play card correspond gambling joint depict gambler cop card reveal gambling joint gambler play money award agrave la hoity toityadel verplichtet gambler cop play joint case cop get cop   show gambler money stay round gambler cop claim money joint negotiation mechanism involve roll die come play simultaneity sweep contention negotiation difference come seco,,,30,1,,
843,Circus Minimus,2000,2,7,game borrow theme rule basis avalon hill game circus maximus   new version considerably few rule variability navigate simplification nt bad thing   player charge race ancient roman coliseum desperate bid finish line   player use small allotment gold coin beginning game select combination weapon chariot driver   race start player use whip urge team savage player player team   system feature driver fatigue control check bodily damage,,,30,1,,
844,Mausoleum,2000,3,5,edwardgoreyinspired card game player invite wealthy relative party meet horrible accident inheritance build lavish tomb end goal build large mausoleum card represent relative petulant brat eccentric widow bumble gardener clever nephew etc horrible accident befall lose hedge maze fall mildly suspicious suicide etc grave quotincidentsquot affect like cause heir opponent party quoton holidayquot cause opponent dead relative quotmisplacedquot negate valuehome page httpstudiohuntycomsgmausoleuminfoht,,,30,1,,
847,Feudal,1967,2,6,chesslike strategy game m bookshelf series utilize medieval character piecesthe general index article list      general volno         ldquofeudal new approachrdquo alternate rule combat resolution movement mike chiappinelli     contentsin x map board army   character eacha divid screen screen holdersrulebook,,,30,1,,
848,Tip Tap,1999,3,6,tohuwabohu aka tip tap player race finger right item table mdash win item nt good need protect steal hunt morein detail set game place multicolore strangely shape cardboard bit table round player director take charge flip card depict bit race place finger depict item ve place finger item nt depict item find assume correctly figure fingerer place item director flip card card show item previously claim owner item secure finger nt opponent touch steal awayif player seven bit round end score point i,,,30,1,,
849,Golf Masters,2000,2,2,golf master line physical dexterity game publish goldsieber publish dsf imprint tennis mastersthe game play like real golf series   hole target number par hole construct combination modular board subset thereof recommend tournament course provide special rule course hazard include tree sand trap pondsinclude game golfer mold plastic metal club extend body crank twist crank golfer swing club hit small fuzzy ball coursethe game score like real golfinclude german english french italian dutch rulebo,,,30,1,,
852,Pop Belly,1999,2,4,  player feed pig try cause fette bauche belly unfortunately pig explode consider good pig farming technique player quotpoppe pigquot receive point player point equal number chip pig memory play major game   wise dispersal chipswhat ll learn count fine motor skill eyehand coordination,,,30,1,,
853,...und tschÃ¼ss!,1997,4,6,und tschuumlss mean quotso longquot simple card game player compete successive scoring card table lay card low total trick scoring card few number player go hand bit like musical chairsthe deck blue card number     red card number     accord number player deal hand scoring card lay   player   card compete   table scoring card sort low high everybody choose card hand show low value card win low scoring card easily negative player remain player choose card low total take low scoring card     playe,,,30,1,,
854,Doge,2000,3,4,player try gain influence build palazzo venice influence place facedown city section place reveal predetermined order have influence section allow player build house control adviser section adviser place city add influence later vote house trade palazzo player      palazzo      city section winnerpart goldsieber large box series,,,30,1,,
"855,Java,java fascinating island great potential development mdash especially undeveloped area central java fertile soil rich natural resource rich desire ruler region surround central java player javanese ruler try develop region want bring culture control undeveloped area player irrigate land cultivate new rice field build village palace create city villageseach player desire dominant force development new area player earn fame point building enlarge palace create irrigation system arrange palace festival player fame point final scoring winsjava second game mask trilogy,2000,3.3861,7.00894,6.49506,1.3078,2,4,12.0,11.0,3,""['2', '3', '4']"",4982,312,863,373,120,120,120,12,3373,0,0,0,1,0,The Mask Trilogy (Kramer / Kiesling),0,https://cf.geekdo-images.com/xojY9ltzSnbkaZyZyDEbSQ__original/img/-NMZ6ql398yl-6AILcPM5xwya4g=/0x0/filters:format(jpeg)/pic427860.jpg,1085,600,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
"856,""New York, New York"",tilelaying game sort see card game itrsquos ldquocardsrdquo narrow tall impossible shuffle theyrsquore back heavy card   object game build new york skyline consist numbered section     section piece colour    tile    player colour score    start hand tile ldquodraw poolrdquo faceup rest facedown    turn lay tile replace draw pool replenish draw pool    game continue tile lay stop lay tile want ldquoprotectrdquo colour yoursquove stop thatrsquos player lay theirs    end score faceup tile colour bonus get tile adjacent,1989,1.4,5.75773,5.50943,1.62847,2,4,8.0,1.0,0,[],213,1,10,5,30,30,30,8,97,0,1,0,0,0,,0,https://cf.geekdo-images.com/MNXwsEFUK4MAVEIlMiL_cA__original/img/02I3DD6Y6yXQlnycICoBVG1HAeU=/0x0/filters:format(jpeg)/pic6551488.jpg,16368,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0",,0,0,0,,,,30,1,,
857,Titanic: Der Mythos,1998,2,5,boat titanic sink card game base disaster release big movie come,,,30,1,,
858,Blindes Huhn,1997,3,6,simple tricktaking game try avoid collect blind hen card number   deal use reduce deck few player player time sort hand want play everybody fix hand trick lead play card end hand reorder hand choose middle score trick win card blind hen egg egg count   minus point trick blind hen total hen multiply total egg score trick,,,30,1,,
859,Illuminati,1982,2,6,illuminati classic steve jackson game world domination player take role secret society attempt spread tendril special interest group worldthe game consist different card illuminati cards group card special event card money player turn new card draw deck contain group card special event card special event player turn keep card play desire group card turn faceup card player turn attempt group group table group control player player control group difficult impossiblehow difficult group depend stren,,,30,1,,
860,Scotland the Brave,1998,2,2,consimworldthe situationthere great hero scottish history william wallace   begin grow scottish rebellion death wife hand english launch wallace quest expel scotland unlike leader rebellion wallace betray country comrade causethe gamescotland brave base opening scottish war independence begin revolt minor land owner name william wallace   culminate victory robert bruce   bannockburn scotland brave simulate year conflict william wallace dominant figure player place william wallace king edward eng,,,30,1,,
861,Weapons & Warriors:  Castle Combat Set,1993,2,99,simple action game   basically base     target require multiple hit hit thing order     man   arrange man target place rest grey dot baseyou mechanism shoot little ballscatapult crossbow like   turn shoot   ball depend die roll target   continue turn wipe enemys target connect basis cardboard strip tree grey circle   spend shot soldier opponent circle   allow place shooting device close opponent base timemoving level advance soldier   advance soldier quickly targetedin play easy shot soldier sim,,,30,1,,
864,Mage Knight,2000,2,4,wizkids game mage knight cleverly apply ccg concept miniature quotstarter packquot contain   random prepainte plastic miniature quotbooster packsquot contain   figure stat keep track dial basis change depend damage ve takena miniature game player create army number point miniature have different point value turn move attack opponent force dead capture opponent withdraw predetermine time limit expiresthe figure game     mage knight conquest     mage knight dungeonsmage knight mage knight   change,,,30,1,,
865,Landslide,1971,2,4,actual presidential election candidate obtain half total number electoral vote order elect vote go house representative convenience game candidate divide   electoral vote winner player high number electoral vote end gameoddly game use quotvotesquot money player bid state attempt steal quotboughtquot state,,,30,1,,
"866,""Lie, Cheat & Steal"",lie cheat amp steal political simulation player try elect public office unlike political simulation base election suppose run lie cheat amp steal use true political method vote buy libel table deal advance office content black eye card featherinyourcap card   cardsgame boardrulebook pawn dicemoneyvote card           card         collect   pay,1971,1.4118,5.28156,5.46849,1.60272,2,6,12.0,624.0,0,[],521,5,13,17,90,90,90,12,180,0,0,0,0,0,,0,https://cf.geekdo-images.com/1BiWD3INP6sAqwZWof34BA__original/img/cGZADyc3IbdKbB04g2tZW6_KUJU=/0x0/filters:format(jpeg)/pic1285646.jpg,20542,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0",,0,0,0,,,,30,1,,
867,Morisi,2000,2,4,object game player connect city gray hex trade route trade route pass economic region morisi farmland yellow pasture orange wineries red timberland green fishery blue trade route build player gain knowledge region type travel pawn city connect trade playersrsquo success represent size number trading house connected citiesa multiplayer reimplementation      isireimplemente      netzwerk,,,30,1,,
869,Bongo!,2000,2,8,roll dice quickly identify right animal   sure look right number yellow dice   second look animal dice find number animal   animal match number   animal   match number quotnothingquot   correct animal win token animal careful wrong animal lose token animal   collect token animal win gameif standard game nt challenge throw poacher dice eliminate certain animal   nt include ranger die include second box edition game interact poacher dice challenge brain,,,30,1,,
870,Empires of the Ancient World,2000,3,5,go age alexander great julius caesar control destiny empirebuilde army annex neutral province trade mediterranean fighting battle heart game innovative card combat system fullcolor card allow use pike sword war band elephant heavy cavalry foot skirmisher light horse siege tower artillery galleys special card allow develop well military leader diplomat trader engineer win game have large empire player large army lose victory point well use force warfare taste trade way victory have large trading ,,,30,1,,
871,Fire,1996,2,5,like spend evening fireplace listen music make dream drink glass red wine tea   wood atmospheresimilar dexterity game like jenga fire involve remove rod different size stack hold form cause stack shift end game scoring base size rod large rod worth pointsyou remember fire hotsimilar     karamo     log jam,,,30,1,,
872,M,2000,2,6,abstract strategy game player attempt lay tile border tile possible   player collect   color tile avoid color negate score,,,30,1,,
873,Offline,2000,2,4,briefly sell essen   quotonlinequot   tile lay game internet theme graft   player secretly try increase influence certain network   area color product location   plurality area award point equal size network,,,30,1,,
"875,Roads & Boats,road amp boat player start modest collection donkey geese board stone material player work develop civilization emphasis game logistical transport bring good producer new good beware thing transporter use production facility pick good leave behindin detail massive set piece look like modular game kit ton settlerssized hex number color terrain type hundred little counter commodity produce location produce wooden disk donkey raft truck form transportation use roll acrylic erasable marker tile lay scenario wish play clear plastic tape secure entire board road bridge draw plastic chit place hex form playing surface idea transportation unit fleet   donkey travel pick item produce thing carry transport nice shiny new truck factory goldfille use collect necessary component transport factory ultimate goal collect wealth progressively valuable hard manufacture gold coin stock certificate contribute game timer form monument block victory pointsthird edition late player transporter token upgrade shape wooden tokensfor th anniversary road amp boat edition contain ampcetera expansion road   boat th anniversary edition,1999,4.1859,7.7313,6.95536,1.6489,1,4,12.307692307692308,16.19047619047619,2,""['1', '2', '3', '4']"",4295,728,2069,355,240,240,240,14,3153,0,0,2,0,0,,0,https://cf.geekdo-images.com/V-uqqRB-Ybm6oD5jWv9cSw__original/img/pOBZTUAqNmdJzkhEuFkxxnaGedk=/0x0/filters:format(jpeg)/pic713985.jpg,448,234,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0",,0,0,0,,,,30,1,,
876,Tennis Masters,2000,2,2,goldsieber attempt capture feel tennis oddball dexterity game   player   tennis player figure volley ball forth net   player translucent surface board movement paddle player dictate far playing figure subsequent turn   game field set like tennis court requisite line net player volley soft tufted quottennis ballquot   player serve ball land fair territory receive player check fall movement paddle space   player move center paddle ball use figure return ball player score opponent knock ball play p,,,30,1,,
877,Troia,2000,2,4,archaeologist player try reconstruct individual layer troy excavate puzzle piece site publish result player gain reputation scientific prestige additional digging permit get high reputation win game,,,30,1,,
"878,Wyatt Earp,aim game player earn money capture famous outlaw     player role sheriff hot outlaw tail try capture outlaw reward headsfrom boxthe wild west tough time tough character bandit desperado rustler thief roll brave sheriff ride heel legendary outlaw capture jesse james hunt butch cassidy sundance kid rich reward await brave dare nt let slip awayfrom publisherin wyatt earp player bounty hunter work cooperatively competitively try capture notorious outlaw old west collect play set card outlaw player play set add reward improve chance collect reward outlaw end hand player collect money outlaw help capturing hand player collect money reward winnerwhile officially include wyatt earp consider mystery rummy seriesthis game   alea small box series,2001,1.8401,6.83231,6.42107,1.2547,2,4,9.777777777777779,22.733333333333334,3,""['2', '3', '4']"",5467,155,495,369,45,30,45,8,3939,0,3,0,0,0,Alea Small Box,0,https://cf.geekdo-images.com/-dMcNKE82PFSTnNOwNJd1g__original/img/K4WqZ33t2ifevSfixytPZsAWJ6k=/0x0/filters:format(jpeg)/pic2241574.jpg,1201,21926,21926,318,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
879,Tacara,2000,3,10,tacara short tactical car raceit small press   copy auto racing game vector movement component handmade speed direction capture grid change somewhat turnexpande   tacaraseefahrererweiterung seafarer expansiondevelope     racetracksimilar     bolide,,,30,1,,
882,Derby,2000,3,5,player represent bettor horse track state betting handle set nonintersecte bet card player draft movement horse control combination card indicate horse indicate fast player consider probable goal opponent opportunity provide player left,,,30,1,,
"883,Ivanhoe,role knight join prestigious tournament king court use card win joust competition fight sword axe morningstar rally squire gain support maiden play action card opponentsclever use action card change type tournament progress card unhorse force joust competition switch weapon battle action card holderrsquos choiceother action cause drop weapon resort handtohand battle player card high point total win token depend number player game player win different tournament overall victorthere lot strategy involve game meet eyereimplement     attacke,2000,1.6103,6.5389,6.03993,1.33293,2,5,9.714285714285714,392.5,4,""['3', '4', '5']"",2575,74,233,195,45,45,45,10,1882,0,3,0,3,1,,0,https://cf.geekdo-images.com/VN-PkW9-OcHKzNEScZnPIg__original/img/Ogl7EoDF3eIsam_kCxHs08WZEhk=/0x0/filters:format(jpeg)/pic535134.jpg,2329,21926,21926,709,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
884,Way Out West,2000,3,5,western themed game player look drive cattle west establish town   nt like way go fight player control cowboy   rob bank rustle cattle shoot pesky farmersgameplay   start player receive set colored player counter match turn order token black action token     depend number player   dice roll determine start player player turn order place cowboy counter town box   town map player place   cowboyseach turn player bid turn order action turn marker space   bid turn order player place money turn order ,,,30,1,,
886,Der Garten des SonnenkÃ¶nigs,1996,2,5,tactical bidding gamethe high bid determine purchase price object sell profitable pay little bit object worthit significantly revise version canalettopublication history      publish garden motif   bambus le jardin      publish fancy edition noris   der garten des sonnenkoumlnigs,,,30,1,,
890,Real Action Stockcar Championship,1998,1,20,game come   doublesided board track dice movement position challenge track incident pawn keep track lap count   plastic car well use micromachine sized toy car rulebook lap sheet long racesfrom   httpwwwrealactioncom real action stockcar championship rasc stock car racing board gamerasc fast paced exciting simulation stock car race dynamic   rasc board game come   different race track demand different racing strategy   driver experience thrill driver seat stock car excitement true racing driver ,,,30,1,,
"891,Cranium,cranium bill quotwholebrainquot game   party game borrow host popular party game recent time   player successfully complete activity section win      creative cat   player clue word teammate draw sculpt clay draw eye close   datum head    variety trivium question     word worm   player unscramble word spell challenge word guess definition identify word letter leave spell word backword     star performer   player whistle song impersonate celebrity act cluecranium element similar pictionary charade trivial pursuit genus edition celebrities huggermugger claymania etcexpande     cranium booster box      cranium booster box      cranium new york booster pack,1998,1.4278,5.68145,5.57448,1.56731,4,16,10.724137931034482,19.82608695652174,8,""['4', '6', '8', '9', '10', '12']"",16663,16,163,582,60,60,60,13,8850,0,1,3,1,0,Craniu,0,https://cf.geekdo-images.com/-RAQw4eCx3i__6ctz6-N9A__original/img/Z1nfWJlFJQiirtkqCoMmoDbIQIE=/0x0/filters:format(jpeg)/pic4994220.jpg,8648,21926,21926,21926,21926,21926,21926,540,21926,0,0,0,0,0,0,1,0",,0,0,0,,,,30,1,,
895,APBA Pro Baseball,1951,1,2,ve want manage real bigleague club here chance mlb baseball   make manager   real bigleague player    player   bigleague team shot pitch change pinchhitter doubleswitche game come card set recent baseball season card painstaking calculation derive formula hone   year playtesting reproduce uncanny accuracy player actual onfield performance aspect game play intact bigleague club start league draft scratch switch thing way choose actually apba manager gm owner commissioner toomlb baseball head new ,,,30,1,,
899,Movie Mania,1992,2,4,movie mania exciting board game design complete family entertainment contain quote question phrase great movie time player team reveal line classic go wind terminator ii try identify movie title actoractress say player act scene impersonate favorite actor help teammate guess answer category feature actionadventure drama comedy classicwestern science fictionhorror triviainclude gameboard   side die   second timer   card box contain   question answer card   score card   colored game piece   pencil,,,30,1,,
900,City,1988,2,6,board show view shopping parade player mark shop try attract customer square board scoring track element swindle opponentsfrom mngajm games catalog    player purchase shop enhance buy shop game go   board show overhead view city centre customer wander   normal big spender thief special die let customer   idea direct spender shop away opponent make sure thief stay away shop go opponent shop possiblethe game redevelop publish market alturien game alturien series,,,30,1,,
902,Meuterer,2000,3,4,meuterer role selection card game player role crewmember aboard merchant ship round player reveal good hand wish sell port deal sort good captain decide ship go player choose mutineer heshe try captain order change destination ship player ally fight play conflict point get final word ship destinationthe player point end game winner time player sell good player reach destination score point ally mutiny point,,,30,1,,
903,Hamsterrolle,2000,2,4,imagine hamster exercise wheel divide numerous segment separate low fence build obviously national hunt racing hamsterin hamsterrolle player receive seven wooden piece aim place person turn wheel piece fall piece dislodge take penalty rid piece win,,,30,1,,
"904,Dream Factory,reiner knizia auction game produce movie round player bid chip represent genuine director actor camera effect music guest star agent place player filmstrip complete movie production movie need   actor music effect film complete point value mark filmstrip take party round player pick offer pay bonus point film complete good film good director bad filmthe auction basic rise offer pass win bid remain player pay pot contract money rest player share pot turn closed economy player try time bid need complete filmssee movie comparison   traumfabrik listing movie actor version,2000,2.109,7.05277,6.666,1.21825,2,5,9.882352941176471,1.0625,5,""['3', '4', '5']"",5583,242,973,523,60,60,60,10,5169,0,7,0,1,0,Filosofia Reprint,0,https://cf.geekdo-images.com/Kpt0Ls0vC5-lJFanhpZtMg__original/img/c4QGe0UvirL_OV7_qeKVNNO0XBI=/0x0/filters:format(jpeg)/pic510123.jpg,810,475,21926,182,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0",,0,0,0,,,,30,1,,
905,Vagabondo,1979,2,6,game maker mastermind challenge player place pentominostyle tile size shape grid way touch piece oppose color touch piece color   different rule twoplayerfourplayer partnership game threetosixplayer game allow player usual abstract strategy game play,,,30,1,,
906,Abilene,1983,3,6,bring cattle abilene hope opponent sick cow time shootout cowboy player manage bring herd abilene earn money winsthe original hexagames edition support   player schmidt spiele edition support   player,,,30,1,,
908,Tally Ho!,1973,2,2,happen hunter huntedin tally ho player take role hunter lumberjack take role fox bear player hunt otherat forest lie peacefully facedown tile player turn tile board forest awaken hunt destroy serenity forest lumberjack cut swath forest provide hunt field hunter bear use aisle track hunter lumberjack side hunt duck try live peacethe side balance luck dominate early game skill take end good huntingoriginally publish spear spiele   jag und schlag kosmos republish game   tally ho   halali kosmos two,,,30,1,,
909,Saturn,1997,2,4,player turn place sized wooden ball carefully balanced structure resemble ring saturn   player attempt place ball ring make ring touch table   high point score ball place outer ring   heavy ball score higher,,,30,1,,
910,Kunst StÃ¼cke,1995,2,5,player turn lay tile vary color size attempt reach secret goal painting eg   contiguous red shape place tile player slide piece adjust painting like  ,,,30,1,,
911,Empires of the Middle Ages,1980,1,6,classic spi game   cover economic political landscape medieval europe     area map   scenario allow player solitaire game charlemagne reign quotgrand scenarioquot cover historical trend perioddecision game publish second edition   differently style map   add optional expansion rule amp counter army fleet civilization marker additional event card   raise number   start player round event card draw change strategic situation plague bounty benefit player way   description event contain great deal h,,,30,1,,
912,Pacific Victory: War in the Pacific 1941-45,2000,2,2,pacific victory cover war pacific world war ii columbia block game system unit represent wooden block remain upright hide type strength unit fusion columbia old quotfrontquot system new quotvictoryquot system game focus grand strategy pacific war provide number scenario deal specific stage war grand campaignsee wiki page pacific victory,,,30,1,,
914,Battle Platform Antilles,2000,1,1,artifact ancient space fare race wreak havoc humanity stop solitaire game pit player automate platform destruction command humanity fine squadron assault ship desperate attempt destroy ancient battle platform fleet turn space junkcrewup paladin set jump vector adventure solitaire game elite squadron paladin class assault ship command objective destroy artifact battle platform minimize loss squadron automate platform fire deadly plasma bolt automatically randomly avoid fusion gun platform critica,,,30,1,,
"915,Mystery of the Abbey,mystery abbey whodunit deduction game spirit clue monk murder medieval french abbey player maneuver way abbey examine clue question find culpritmonk order fatthin baldhatte beardedclean shaven monk card hide rest card distribute   turn consist move space ask question monk present instance quothow fat monk havequot player quotvow silencequot answer truthfully turn ask accuser question   quotmassquot occur turn player sanctuary event card read pass grow number card left neighbor room special event card associate eg cell pick card neighbor cryptorum pick card extra turn later unlike clue nt automatically win make correct accusation   point get right   point correct declaration single trait lose point incorrect declaration accusation eg person correctly declare culprit lose game   unique event card add randomness play game beg house rule limit question,1995,2.2025,6.5372,6.32665,1.384,3,6,10.714285714285714,8.291666666666666,5,""['4', '5', '6']"",9530,370,1629,706,90,60,90,8,7786,0,7,1,0,0,Mystery of the Abbey,0,https://cf.geekdo-images.com/OAZmWQ4u4Sda-3lUyMVxQw__original/img/0JiWljaSA9TE2X782-Gv_34JP-s=/0x0/filters:format(jpeg)/pic897161.jpg,1412,21926,21926,449,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
916,Pete the Pirate,2000,2,4,roll die pawn grab treasure   player hide treasure treasure chest have   compartment remember jewel currently chest gets flip rotate opponent   run pete pirate want able open halfcontent board pirate   play figure   treasure chest   precious gem special dieage  ,,,30,1,,
917,Rack-O,1956,2,4,object score point round replace card rack number read numerical progression low number high rack hold card achieve end round card number     initially place rack order deal turn draw deck discard pile swap card rackthe original publisher milton bradleyreimplemented bysuper rackoracko plus,,,30,1,,
920,Ultimate Outburst,1999,2,0,ultimate ouburst superset original outburst feature   extra round play   reverseburst hear answer guess topic challenge outburst bid opponentsit feature update topic,,,30,1,,
923,Breakaway Rider,1963,2,6,simple card game cycle racing player fight hold yellow jersey race endsplayer deal   card draw th play pace card additional modifier   pace card number     spurt add   pace headwind subtract   pace mountain ensure lead current playerone player start race leader yellow token play speed card successive player match leader pace stay peleton race pack enjoy   pace card simulate benefit decrease wind resistance   player fall   pack draw chip represent minute equal difference card race pace   player s,,,30,1,,
"925,Werewolf,werewolf know mafia take place small town minority townsfolk hold dangerous secreteach player secretly assign role   werewolf villager seer special villager moderator control flow gamethe game alternate night day phase night werewolf secretly choose villager kill seer alive ask player werewolf day villager kill reveal game remain villager vote player suspect werewolf player reveal hisher role gamewerewolve win equal number villager werewolf villager win kill werewolf werewolf social game require equipment play accommodate large group player,1986,1.3969,6.52483,6.19885,1.98248,8,24,8.8125,71.0,13,""['9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '21']"",4363,38,307,456,60,60,60,8,4425,0,13,4,0,0,Werewolf / Mafi,1,https://cf.geekdo-images.com/dbKLvMw--0rTKU5ShvZ79A__original/img/gxN0VrgnvVXk-Epp8F8nhpzhzvA=/0x0/filters:format(jpeg)/pic2453810.jpg,1781,21926,21926,21926,21926,21926,21926,149,21926,0,0,0,0,0,0,1,0",,0,0,0,,,,30,1,,
927,Lift Off,2000,2,4,liftoff player rush allocate resource planetary mission   planet contest player add card represent example settler energy module terraforme mining   give planet provide mineral resource number settlement point   mineral collect victory point planet sufficiently terraforme settlement point whichever player send settler,,,30,1,,
928,GerÃ¼chtekÃ¼che,2000,3,7,quotgossip kitchenquot player attempt sort truth rumor fly deck consist   type rumor symbol heart card total   card begin card remove play remain card deal distribution uneven player seek collect set rumor card deduce rumor set miss card player ask hand eg quotdo heartsquot player need respond answer quotmorequot quotlessquot thenumber ask incorrect play pass clockwise ask player number ask correct questioner receive card play pass theanswere player set rumor collect place table score point poin,,,30,1,,
"929,The Great Dalmuti,light card game player gain status go firstthe card commercial deck contain card rank     jester card bear number rank tell card exist deck word s s s single card rank   low number well rankthe deck deal player object rid card fast possible hand begin person play card center table card play rank jester wild play card player turn play number card well rank pass play continue table pass point card clear play set card lead round go player rank example person got rid card great dalmuti player change seat position represent new hierarchy begin round   great dalmuti generally play roundssimilar     dilbert corporate shuffle     pyramid card      scum food chain game      deathtrap dungeon card game,1995,1.2934,6.5681,6.31633,1.56985,4,8,8.625,6.035714285714286,6,""['5', '6', '7', '8']"",11970,65,439,559,60,60,60,8,7155,0,10,0,1,0,,0,https://cf.geekdo-images.com/LVCXyZpkL6rPsouhWV3noA__original/img/t1NuvuH7uYwAnPYtrxRBqqQao8o=/0x0/filters:format(jpeg)/pic711236.jpg,1435,21926,21926,21926,21926,21926,21926,138,21926,0,0,0,0,0,0,1,0",,0,0,0,,,,30,1,,
930,BÃ¶se Buben,2000,2,4,player play card lane race track soon goblin particular lane fight break goblin card play lane eject race additional card lane cause goblin drop soon goblin lane drop race finish lane score separately player high value goblin goblin lane win   ducat penalty finish race race person ducat win,,,30,1,,
931,Corner,1974,2,4,boxluck strategy important game start board fill   coloured marble random distribution player pick marble try collect colour colour set score higher player arrow edge board move player marble intersection arrow table point high number marble colour high score board easily prepare new roundintersection original version play   disc x grid,,,30,1,,
